Id,Pair,TimeStamp,Quantity,Price,Total,FillType,OrderType
7492435,BTC-TIX,2018-01-25T15:08:45.093,9.58539771,0.0001204,0.00115408,PARTIAL_FILL,SELL
7492396,BTC-TIX,2018-01-25T15:07:11.763,120.90384383,0.00012101,0.01463057,FILL,BUY
7492395,BTC-TIX,2018-01-25T15:07:11.763,52.88766658,0.00012101,0.00639993,PARTIAL_FILL,BUY
7492394,BTC-TIX,2018-01-25T15:07:11.763,52.88766658,0.00012101,0.00639993,PARTIAL_FILL,BUY
7492393,BTC-TIX,2018-01-25T15:07:11.763,200.0,0.000121,0.0242,PARTIAL_FILL,BUY
7492392,BTC-TIX,2018-01-25T15:07:11.763,107.43418022,0.000121,0.01299953,PARTIAL_FILL,BUY
7492287,BTC-TIX,2018-01-25T15:04:18.687,295.74605668,0.0001204,0.03560782,PARTIAL_FILL,SELL
7492273,BTC-TIX,2018-01-25T15:04:00.61,58.42880614,0.000121,0.00706988,FILL,BUY
7492272,BTC-TIX,2018-01-25T15:04:00.61,165.86298636,0.000121,0.02006942,PARTIAL_FILL,BUY
7492271,BTC-TIX,2018-01-25T15:04:00.61,29.19368116,0.00012099,0.00353214,PARTIAL_FILL,BUY
7492270,BTC-TIX,2018-01-25T15:04:00.61,205.37060375,0.00012098,0.02484573,PARTIAL_FILL,BUY
7492269,BTC-TIX,2018-01-25T15:04:00.61,84.72472265,0.00012059,0.01021695,PARTIAL_FILL,BUY
7492029,BTC-TIX,2018-01-25T14:53:20.393,43.79225569,0.00012195,0.00534046,FILL,BUY
7491935,BTC-TIX,2018-01-25T14:51:39.14,335.14295008,0.00012029,0.04031434,PARTIAL_FILL,BUY
7491933,BTC-TIX,2018-01-25T14:51:37.797,523.08239222,0.00012029,0.06292158,FILL,SELL
7491925,BTC-TIX,2018-01-25T14:51:16.83,554.92057618,0.00012028,0.06674584,PARTIAL_FILL,BUY
7491923,BTC-TIX,2018-01-25T14:51:15,140.61258657,0.00012028,0.01691288,FILL,SELL
7491918,BTC-TIX,2018-01-25T14:51:01.937,25.25039979,0.00012028,0.00303711,PARTIAL_FILL,SELL
7491909,BTC-TIX,2018-01-25T14:50:54.953,29.19368116,0.00012023,0.00350995,PARTIAL_FILL,SELL
7491908,BTC-TIX,2018-01-25T14:50:54.953,165.86298636,0.00012028,0.01994999,FILL,SELL
7491907,BTC-TIX,2018-01-25T14:50:54.953,205.37060375,0.00012029,0.02470402,FILL,SELL
7491887,BTC-TIX,2018-01-25T14:50:41.453,858.2253423,0.000123,0.10556171,FILL,SELL
7491882,BTC-TIX,2018-01-25T14:50:38.377,8.53327228,0.00012284,0.00104822,PARTIAL_FILL,BUY
7491881,BTC-TIX,2018-01-25T14:50:38.377,128.2051282,0.0001227,0.01573076,PARTIAL_FILL,BUY
